"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2025-04-30,"20-Hour Mortage Broker Education","None","Appraiser","Commerical",962,"Pre-Licensing","LinkedIn","C",NA,2000,NA,"Wednesday",407.49,22,0.8,1.1,2,9.09
2025-04-30,"Outsmartimg the 20215 Housing Market","None","Appraiser","Government",162,"Pre-Licensing","Direct","A",NA,1000,NA,"Wednesday",430.93,24,0.8,1.4,2,8.33
2025-04-30,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Private",593,"Other","LinkedIn","A",NA,7500,NA,"Wednesday",341.41,9,0.8,1.1,0,0
2025-04-30,"Appraisers State Exam","50% Off","Mortgage Broker","Government",213,"Pre-Licensing","Conference","A",0.5,750,375,"Wednesday",187.29,29,1.5,1.3,6,20.69
2025-05-01,"Real Estate Introduction","None","Appraiser","Other",301,"Pre-Licensing","Email","A",NA,1500,NA,"Thursday",164.08,6,0.8,1,0,0
2025-05-01,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Government",959,"Continuing Education","Email","A",0.4,1000,400,"Thursday",190.45,8,1.3,1,0,0
2025-05-01,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Real Estate Agent","Residential",601,"Pre-Licensing","LinkedIn","C",0.5,7500,3750,"Thursday",247.34,7,1.5,1.1,1,14.29
2025-05-01,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Residential",272,"Continuing Education","LinkedIn","A",NA,1000,NA,"Thursday",386.84,33,0.8,1.1,2,6.06
2025-05-01,"Appraisers State Exam","50% Off","Mortgage Broker","Commerical",631,"Pre-Licensing","Conference","C",0.5,750,375,"Thursday",94.85,19,1.5,1.3,5,26.32
2025-05-01,"Real Estate Introduction","50% Off","Appraiser","Private",793,"Continuing Education","Email","A",0.5,1500,750,"Thursday",102.01,22,1.5,1,3,13.64
2025-05-02,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Other","Residential",816,"Pre-Licensing","Conference","B",0.4,750,300,"Friday",409.8,12,1.3,1.3,2,16.67
2025-05-02,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Residential",991,"Pre-Licensing","Facebook","B",0.4,1000,400,"Friday",428.63,8,1.3,1,1,12.5
2025-05-02,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Private",927,"Continuing Education","Conference","A",0.3,750,225,"Friday",75.45,13,1.15,1.3,1,7.69
2025-05-02,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Commerical",651,"Pre-Licensing","Direct","C",0.3,750,225,"Friday",296.11,9,1.15,1.4,1,11.11
2025-05-03,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Residential",119,"Pre-Licensing","Direct","C",0.3,750,225,"Saturday",411,31,1.15,1.4,3,9.68
2025-05-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Residential",470,"Continuing Education","Direct","A",0.3,7500,2250,"Saturday",325.4,24,1.15,1.4,3,12.5
2025-05-03,"Real Estate Introduction","None","Real Estate Agent","Residential",149,"Continuing Education","Facebook","B",NA,1500,NA,"Saturday",82.31,19,0.8,1,1,5.26
2025-05-03,"20-Hour Mortage Broker Education","None","Real Estate Agent","Residential",116,"Other","Facebook","A",NA,2000,NA,"Saturday",180.46,19,0.8,1,0,0
2025-05-03,"Real Estate Introduction","40% Off","Mortgage Broker","Other",230,"Pre-Licensing","Facebook","C",0.4,1500,600,"Saturday",62.82,12,1.3,1,1,8.33
2025-05-03,"Outsmartimg the 20215 Housing Market","40% Off","Appraiser","Residential",324,"Pre-Licensing","Facebook","B",0.4,1000,400,"Saturday",470.18,35,1.3,1,3,8.57
2025-05-03,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Government",911,"Pre-Licensing","Email","B",0.5,200,100,"Saturday",65.12,23,1.5,1,4,17.39
2025-05-04,"Appraisers State Exam","None","Other","Government",521,"Pre-Licensing","Email","B",NA,750,NA,"Sunday",273.73,30,0.8,1,1,3.33
2025-05-04,"Real Estate Introduction","None","Mortgage Broker","Residential",457,"Continuing Education","Direct","B",NA,1500,NA,"Sunday",134.37,37,0.8,1.4,2,5.41
2025-05-04,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Private",480,"Continuing Education","LinkedIn","B",NA,750,NA,"Sunday",224.43,19,0.8,1.1,1,5.26
2025-05-04,"Appraisers State Exam","30% Off","Other","Other",729,"Continuing Education","LinkedIn","C",0.3,750,225,"Sunday",373.44,37,1.15,1.1,3,8.11
2025-05-04,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Residential",920,"Continuing Education","Email","C",NA,1000,NA,"Sunday",204.52,17,0.8,1,1,5.88
2025-05-04,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",529,"Pre-Licensing","Conference","B",0.4,1000,400,"Sunday",417.49,24,1.3,1.3,4,16.67
2025-05-05,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Other",267,"Continuing Education","Direct","C",0.3,750,225,"Monday",300.54,25,1.15,1.4,5,20
2025-05-05,"Appraisers State Exam","None","Other","Residential",169,"Pre-Licensing","Direct","A",NA,750,NA,"Monday",228.94,33,0.8,1.4,3,9.09
2025-05-05,"Appraisers State Exam","None","Real Estate Agent","Private",462,"Pre-Licensing","Email","C",NA,750,NA,"Monday",331.06,38,0.8,1,4,10.53
2025-05-05,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",769,"Continuing Education","Direct","A",NA,750,NA,"Monday",226.49,17,0.8,1.4,1,5.88
2025-05-05,"20-Hour Mortage Broker Education","None","Other","Other",390,"Other","Email","A",NA,2000,NA,"Monday",126.73,31,0.8,1,3,9.68
2025-05-05,"20-Hour Mortage Broker Education","None","Real Estate Agent","Commerical",193,"Continuing Education","Email","A",NA,2000,NA,"Monday",409.41,8,0.8,1,0,0
2025-05-06,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Government",613,"Pre-Licensing","Email","C",0.3,1000,300,"Tuesday",157.06,28,1.15,1,3,10.71
2025-05-06,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Other",428,"Pre-Licensing","LinkedIn","A",0.3,750,225,"Tuesday",250.24,38,1.15,1.1,4,10.53
2025-05-06,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Commerical",760,"Continuing Education","Conference","A",NA,1000,NA,"Tuesday",181.04,28,0.8,1.3,2,7.14
2025-05-06,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Other",694,"Pre-Licensing","LinkedIn","B",0.3,7500,2250,"Tuesday",322.59,25,1.15,1.1,2,8
2025-05-06,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Commerical",1000,"Continuing Education","Facebook","B",0.5,200,100,"Tuesday",226.88,39,1.5,1,7,17.95
2025-05-07,"Real Estate Introduction","None","Real Estate Agent","Other",377,"Pre-Licensing","LinkedIn","B",NA,1500,NA,"Wednesday",472.52,15,0.8,1.1,1,6.67
2025-05-07,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Other",194,"Pre-Licensing","Direct","B",0.3,750,225,"Wednesday",247.96,9,1.15,1.4,2,22.22
2025-05-08,"Rental vs Sales - Defining Your Path","30% Off","Other","Other",644,"Continuing Education","Facebook","C",0.3,200,60,"Thursday",428.76,10,1.15,1,0,0
2025-05-08,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Commerical",556,"Pre-Licensing","Conference","C",0.3,1000,300,"Thursday",74.66,14,1.15,1.3,3,21.43
2025-05-08,"Appraisers State Exam","30% Off","Real Estate Agent","Private",606,"Continuing Education","LinkedIn","B",0.3,750,225,"Thursday",497.01,16,1.15,1.1,2,12.5
2025-05-08,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Appraiser","Other",257,"Other","LinkedIn","A",0.4,7500,3000,"Thursday",453.33,32,1.3,1.1,5,15.62
2025-05-09,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Private",422,"Continuing Education","Email","B",NA,750,NA,"Friday",423,36,0.8,1,3,8.33
2025-05-09,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Government",441,"Pre-Licensing","Email","A",NA,1000,NA,"Friday",355.61,15,0.8,1,1,6.67
2025-05-09,"20-Hour Mortage Broker Education","40% Off","Appraiser","Residential",599,"Other","Facebook","A",0.4,2000,800,"Friday",87.81,29,1.3,1,4,13.79
2025-05-09,"Real Estate Introduction","40% Off","Other","Government",995,"Continuing Education","Conference","A",0.4,1500,600,"Friday",283.35,15,1.3,1.3,1,6.67
2025-05-09,"Real Estate Introduction","None","Real Estate Agent","Private",115,"Continuing Education","Email","B",NA,1500,NA,"Friday",446.81,20,0.8,1,0,0
2025-05-09,"Real Estate Introduction","None","Other","Commerical",710,"Continuing Education","Email","A",NA,1500,NA,"Friday",323.9,23,0.8,1,2,8.7
2025-05-09,"Rental vs Sales - Defining Your Path","50% Off","Mortgage Broker","Other",495,"Continuing Education","Direct","B",0.5,200,100,"Friday",223.79,35,1.5,1.4,10,28.57
2025-05-10,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Private",931,"Continuing Education","Facebook","A",0.4,200,80,"Saturday",484.06,25,1.3,1,4,16
2025-05-10,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Residential",803,"Other","Facebook","A",0.4,1000,400,"Saturday",325.8,11,1.3,1,1,9.09
2025-05-10,"Appraisers State Exam","40% Off","Mortgage Broker","Other",249,"Pre-Licensing","Email","A",0.4,750,300,"Saturday",83.04,33,1.3,1,3,9.09
2025-05-10,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Other",299,"Continuing Education","Email","C",0.3,1000,300,"Saturday",377.17,12,1.15,1,1,8.33
2025-05-11,"Real Estate Introduction","30% Off","Mortgage Broker","Residential",135,"Other","Direct","C",0.3,1500,450,"Sunday",122.39,33,1.15,1.4,4,12.12
2025-05-11,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Other",916,"Other","Direct","A",0.4,2000,800,"Sunday",312.75,16,1.3,1.4,4,25
2025-05-11,"Appraisers State Exam","40% Off","Real Estate Agent","Government",264,"Pre-Licensing","LinkedIn","B",0.4,750,300,"Sunday",126.74,26,1.3,1.1,4,15.38
2025-05-11,"20-Hour Mortage Broker Education","30% Off","Appraiser","Other",533,"Continuing Education","Email","C",0.3,2000,600,"Sunday",414.65,37,1.15,1,5,13.51
2025-05-11,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Residential",914,"Continuing Education","Direct","B",0.5,200,100,"Sunday",239.94,31,1.5,1.4,8,25.81
2025-05-11,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Residential",688,"Pre-Licensing","LinkedIn","B",NA,1000,NA,"Sunday",357.65,26,0.8,1.1,1,3.85
2025-05-12,"Rental vs Sales - Defining Your Path","None","Other","Private",453,"Pre-Licensing","Email","C",NA,200,NA,"Monday",262.38,7,0.8,1,0,0
2025-05-12,"Real Estate Introduction","None","Other","Residential",364,"Pre-Licensing","Conference","A",NA,1500,NA,"Monday",144.6,20,0.8,1.3,3,15
2025-05-12,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Commerical",196,"Continuing Education","Conference","C",NA,7500,NA,"Monday",72.63,18,0.8,1.3,1,5.56
2025-05-12,"Outsmartimg the 20215 Housing Market","None","Other","Government",279,"Continuing Education","Conference","B",NA,1000,NA,"Monday",412.9,12,0.8,1.3,1,8.33
2025-05-12,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Other",156,"Pre-Licensing","Email","A",NA,7500,NA,"Monday",68.28,17,0.8,1,1,5.88
2025-05-12,"Outsmartimg the 20215 Housing Market","50% Off","Real Estate Agent","Commerical",166,"Continuing Education","Direct","B",0.5,1000,500,"Monday",292.81,31,1.5,1.4,8,25.81
2025-05-12,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Residential",615,"Pre-Licensing","Facebook","C",NA,200,NA,"Monday",248.55,10,0.8,1,1,10
2025-05-13,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Commerical",918,"Continuing Education","Conference","A",0.3,750,225,"Tuesday",420,39,1.15,1.3,4,10.26
2025-05-13,"Appraisers State Exam","30% Off","Mortgage Broker","Private",168,"Pre-Licensing","Direct","B",0.3,750,225,"Tuesday",80.74,18,1.15,1.4,4,22.22
2025-05-13,"20-Hour Mortage Broker Education","None","Real Estate Agent","Private",399,"Other","Email","C",NA,2000,NA,"Tuesday",397.15,27,0.8,1,1,3.7
2025-05-13,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Residential",423,"Pre-Licensing","Conference","C",NA,7500,NA,"Tuesday",185.35,23,0.8,1.3,2,8.7
2025-05-14,"Real Estate Introduction","30% Off","Other","Residential",997,"Continuing Education","Email","B",0.3,1500,450,"Wednesday",201.06,31,1.15,1,2,6.45
2025-05-14,"Appraisers State Exam","40% Off","Mortgage Broker","Government",770,"Pre-Licensing","Email","B",0.4,750,300,"Wednesday",354.98,27,1.3,1,2,7.41
2025-05-14,"Appraisers State Exam","50% Off","Mortgage Broker","Residential",396,"Continuing Education","Conference","B",0.5,750,375,"Wednesday",324.91,36,1.5,1.3,9,25
2025-05-15,"Rental vs Sales - Defining Your Path","None","Appraiser","Private",245,"Pre-Licensing","LinkedIn","B",NA,200,NA,"Thursday",423.2,34,0.8,1.1,2,5.88
2025-05-15,"Appraisers State Exam","None","Real Estate Agent","Commerical",416,"Pre-Licensing","Direct","A",NA,750,NA,"Thursday",65.7,7,0.8,1.4,0,0
2025-05-15,"Real Estate Introduction","30% Off","Real Estate Agent","Commerical",682,"Other","Email","B",0.3,1500,450,"Thursday",181.37,7,1.15,1,0,0
2025-05-15,"20-Hour Mortage Broker Education","40% Off","Appraiser","Commerical",285,"Other","Email","C",0.4,2000,800,"Thursday",110.95,19,1.3,1,2,10.53
2025-05-15,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Residential",291,"Pre-Licensing","LinkedIn","B",NA,200,NA,"Thursday",462.28,8,0.8,1.1,0,0
2025-05-15,"Real Estate Introduction","30% Off","Other","Government",306,"Pre-Licensing","LinkedIn","C",0.3,1500,450,"Thursday",147.69,37,1.15,1.1,6,16.22
2025-05-16,"20-Hour Mortage Broker Education","None","Real Estate Agent","Commerical",900,"Continuing Education","Direct","A",NA,2000,NA,"Friday",419.58,12,0.8,1.4,0,0
2025-05-16,"Real Estate Introduction","40% Off","Appraiser","Commerical",148,"Continuing Education","Conference","A",0.4,1500,600,"Friday",274.01,11,1.3,1.3,1,9.09
2025-05-17,"Appraisers State Exam","50% Off","Other","Residential",149,"Continuing Education","Facebook","B",0.5,750,375,"Saturday",305.45,39,1.5,1,7,17.95
2025-05-17,"Real Estate Introduction","30% Off","Real Estate Agent","Residential",907,"Other","Direct","C",0.3,1500,450,"Saturday",98.28,29,1.15,1.4,4,13.79
2025-05-17,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Residential",286,"Continuing Education","LinkedIn","C",NA,1000,NA,"Saturday",348.03,31,0.8,1.1,2,6.45
2025-05-17,"Appraisers State Exam","40% Off","Mortgage Broker","Government",347,"Continuing Education","Direct","A",0.4,750,300,"Saturday",170.54,8,1.3,1.4,0,0
2025-05-17,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Other",130,"Pre-Licensing","LinkedIn","B",0.3,750,225,"Saturday",449.92,17,1.15,1.1,2,11.76
2025-05-17,"Real Estate Introduction","50% Off","Real Estate Agent","Private",575,"Continuing Education","LinkedIn","B",0.5,1500,750,"Saturday",256.04,39,1.5,1.1,9,23.08
2025-05-17,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",490,"Pre-Licensing","Conference","A",0.4,1000,400,"Saturday",369.16,15,1.3,1.3,2,13.33
2025-05-18,"20-Hour Mortage Broker Education","None","Other","Commerical",880,"Continuing Education","Facebook","C",NA,2000,NA,"Sunday",414.33,14,0.8,1,1,7.14
2025-05-19,"Outsmartimg the 20215 Housing Market","50% Off","Appraiser","Commerical",650,"Pre-Licensing","LinkedIn","C",0.5,1000,500,"Monday",128.44,34,1.5,1.1,3,8.82
2025-05-19,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Government",782,"Pre-Licensing","Direct","A",0.3,1000,300,"Monday",131.81,25,1.15,1.4,4,16
2025-05-19,"Rental vs Sales - Defining Your Path","None","Other","Commerical",122,"Continuing Education","Facebook","A",NA,200,NA,"Monday",62.77,17,0.8,1,1,5.88
2025-05-19,"20-Hour Mortage Broker Education","40% Off","Other","Commerical",164,"Continuing Education","Facebook","B",0.4,2000,800,"Monday",74.86,24,1.3,1,3,12.5
2025-05-19,"Appraisers State Exam","50% Off","Mortgage Broker","Other",485,"Pre-Licensing","Email","A",0.5,750,375,"Monday",436.5,9,1.5,1,1,11.11
2025-05-20,"Outsmartimg the 20215 Housing Market","None","Appraiser","Commerical",412,"Pre-Licensing","LinkedIn","A",NA,1000,NA,"Tuesday",489.64,28,0.8,1.1,1,3.57
2025-05-20,"Rental vs Sales - Defining Your Path","None","Appraiser","Private",977,"Continuing Education","Conference","C",NA,200,NA,"Tuesday",340.05,5,0.8,1.3,0,0
2025-05-20,"Real Estate Introduction","40% Off","Mortgage Broker","Private",933,"Continuing Education","Email","A",0.4,1500,600,"Tuesday",214.13,37,1.3,1,6,16.22
2025-05-20,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Mortgage Broker","Private",480,"Continuing Education","LinkedIn","A",0.5,750,375,"Tuesday",85.44,31,1.5,1.1,3,9.68
2025-05-21,"Outsmartimg the 20215 Housing Market","None","Appraiser","Private",437,"Continuing Education","LinkedIn","A",NA,1000,NA,"Wednesday",118.19,16,0.8,1.1,1,6.25
2025-05-21,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Real Estate Agent","Private",477,"Continuing Education","Email","A",0.4,7500,3000,"Wednesday",131.95,28,1.3,1,4,14.29
2025-05-21,"Outsmartimg the 20215 Housing Market","50% Off","Mortgage Broker","Residential",536,"Pre-Licensing","Facebook","A",0.5,1000,500,"Wednesday",354.89,7,1.5,1,0,0
2025-05-21,"Rental vs Sales - Defining Your Path","40% Off","Other","Government",407,"Continuing Education","Email","A",0.4,200,80,"Wednesday",447.73,39,1.3,1,3,7.69
2025-05-22,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Residential",392,"Other","LinkedIn","C",NA,750,NA,"Thursday",396.75,25,0.8,1.1,3,12
2025-05-22,"20-Hour Mortage Broker Education","50% Off","Other","Commerical",942,"Pre-Licensing","Email","B",0.5,2000,1000,"Thursday",97.28,38,1.5,1,8,21.05
2025-05-22,"20-Hour Mortage Broker Education","50% Off","Real Estate Agent","Government",660,"Continuing Education","LinkedIn","A",0.5,2000,1000,"Thursday",391.85,9,1.5,1.1,0,0
2025-05-22,"Real Estate Introduction","30% Off","Real Estate Agent","Government",809,"Pre-Licensing","Direct","C",0.3,1500,450,"Thursday",341.25,6,1.15,1.4,1,16.67
2025-05-23,"Rental vs Sales - Defining Your Path","30% Off","Other","Government",130,"Pre-Licensing","Email","C",0.3,200,60,"Friday",309.74,27,1.15,1,2,7.41
2025-05-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Mortgage Broker","Commerical",195,"Other","Email","B",0.3,7500,2250,"Friday",342.1,40,1.15,1,4,10
2025-05-23,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Commerical",646,"Pre-Licensing","Facebook","A",0.3,1000,300,"Friday",361.91,15,1.15,1,1,6.67
2025-05-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Private",959,"Pre-Licensing","Facebook","A",NA,7500,NA,"Friday",311.07,23,0.8,1,1,4.35
2025-05-23,"Real Estate Introduction","30% Off","Appraiser","Government",142,"Other","Facebook","C",0.3,1500,450,"Friday",191.07,30,1.15,1,3,10
2025-05-23,"Outsmartimg the 20215 Housing Market","50% Off","Appraiser","Government",284,"Continuing Education","Direct","B",0.5,1000,500,"Friday",277.85,7,1.5,1.4,1,14.29
2025-05-23,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Commerical",197,"Pre-Licensing","Facebook","A",NA,200,NA,"Friday",185.5,31,0.8,1,1,3.23
